10	76502	+	CG	35	36
10	76503	-	CG	27	27
10	76545	+	CG	22	26
10	76546	-	CG	31	34
10	76580	+	CG	20	21
10	76581	-	CG	20	21
10	76707	+	CG	21	24
10	76708	-	CG	27	33
10	77070	+	CG	26	29
10	77071	-	CG	20	21
10	77523	+	CG	28	30
10	77524	-	CG	30	32
10	77539	+	CG	18	18
10	77540	-	CG	25	28
10	77820	+	CG	25	25
10	77821	-	CG	23	23
10	78087	+	CG	24	25
10	78088	-	CG	28	29
10	78342	+	CG	28	29
10	78343	-	CG	28	28
10	78434	+	CG	30	31
10	78435	-	CG	33	35
10	79328	+	CG	32	35
10	79329	-	CG	35	35
10	79846	+	CG	29	32
10	79847	-	CG	34	34
10	79892	+	CG	31	32
10	79893	-	CG	27	29
10	79928	+	CG	28	31
10	79929	-	CG	35	36
10	79930	+	CG	24	28
10	79931	-	CG	30	32
10	79945	+	CG	30	35
10	79946	-	CG	24	24
10	80468	+	CG	25	28
10	80469	-	CG	22	24
10	80583	+	CG	21	21
10	80584	-	CG	34	36
10	80587	+	CG	26	30
10	80588	-	CG	29	29
10	81134	+	CG	20	23
10	81135	-	CG	28	28
10	81456	+	CG	32	34
10	81457	-	CG	26	28
10	81474	+	CG	26	30
10	81475	-	CG	20	20
10	81540	+	CG	33	33
10	81541	-	CG	28	29
10	81558	+	CG	34	38
10	81559	-	CG	32	37
10	81563	+	CG	36	37
10	81564	-	CG	29	31
10	81574	+	CG	25	25
10	81575	-	CG	33	36
10	81601	+	CG	33	33
10	81602	-	CG	18	21
10	81608	+	CG	30	33
10	81609	-	CG	26	27
10	81673	+	CG	33	33
10	81674	-	CG	31	31
10	81688	+	CG	32	32
10	81689	-	CG	23	23
10	81708	+	CG	31	33
10	81709	-	CG	25	27
10	81722	+	CG	31	32
10	81723	-	CG	34	35
10	81764	+	CG	31	31
10	81765	-	CG	29	31
10	81768	+	CG	21	22
10	81769	-	CG	19	23
10	81782	+	CG	28	32
10	81783	-	CG	28	31
10	81801	+	CG	21	23
10	81802	-	CG	28	28
10	81823	+	CG	32	35
10	81824	-	CG	34	34
10	81829	+	CG	23	23
10	81830	-	CG	24	25
10	81850	+	CG	32	36
10	81851	-	CG	30	32
10	81896	+	CG	27	36
10	81897	-	CG	26	32
10	82115	+	CG	19	22
10	82116	-	CG	19	23
10	82270	+	CG	27	27
10	82271	-	CG	18	21
10	82307	+	CG	31	31
10	82308	-	CG	33	34
10	82353	+	CG	34	37
10	82354	-	CG	29	29
10	82416	+	CG	25	25
10	82417	-	CG	28	32
10	82425	+	CG	22	23
10	82426	-	CG	37	40
10	82450	+	CG	28	28
10	82451	-	CG	14	18
10	82471	+	CG	28	30
10	82472	-	CG	40	42
10	82597	+	CG	27	32
10	82598	-	CG	27	28
10	82606	+	CG	22	22
10	82607	-	CG	32	32
10	82633	+	CG	29	34
10	82634	-	CG	26	31
10	82638	+	CG	31	33
10	82639	-	CG	36	38
10	82664	+	CG	29	29
10	82665	-	CG	27	29
10	82693	+	CG	30	31
10	82694	-	CG	25	29
10	82780	+	CG	29	30
10	82781	-	CG	34	35
10	82887	+	CG	34	38
10	82888	-	CG	32	36
10	82931	+	CG	28	30
10	82932	-	CG	22	23
10	83020	+	CG	25	27
10	83021	-	CG	32	33
10	83287	+	CG	25	28
10	83288	-	CG	18	19
10	83330	+	CG	25	27
10	83331	-	CG	37	38
10	83359	+	CG	26	28
10	83360	-	CG	27	31
10	83427	+	CG	26	30
10	83428	-	CG	26	26
10	83525	+	CG	35	35
10	83526	-	CG	22	23
10	84252	+	CG	26	28
10	84253	-	CG	27	32
10	84592	+	CG	27	27
10	84593	-	CG	29	31
10	84643	+	CG	27	28
10	84644	-	CG	29	31
10	84820	+	CG	29	38
10	84821	-	CG	23	26
10	85260	+	CG	32	35
10	85261	-	CG	16	19
10	85497	+	CG	35	37
10	85498	-	CG	28	33
10	85822	+	CG	25	25
10	85823	-	CG	27	27
10	85949	+	CG	33	33
10	85950	-	CG	31	32
10	86112	+	CG	28	30
10	86113	-	CG	27	27
10	86290	+	CG	27	31
10	86291	-	CG	34	35
10	86861	+	CG	22	23
10	86862	-	CG	30	31
10	86892	+	CG	31	34
10	86893	-	CG	27	30
10	86969	+	CG	25	30
10	86970	-	CG	30	32
10	86982	+	CG	30	30
10	86983	-	CG	25	26
10	87017	+	CG	30	30
10	87018	-	CG	22	24
10	87162	+	CG	18	20
10	87163	-	CG	31	32
10	87185	+	CG	29	32
10	87186	-	CG	27	32
10	87350	+	CG	28	29
10	87351	-	CG	24	26
10	87563	+	CG	27	29
10	87564	-	CG	25	33
10	88262	+	CG	36	38
10	88263	-	CG	37	38
10	88441	+	CG	32	32
10	88442	-	CG	26	28
10	88766	+	CG	33	36
10	88767	-	CG	33	36
10	89172	+	CG	34	38
10	89173	-	CG	34	35
10	89229	+	CG	39	43
10	89230	-	CG	32	33
10	89250	+	CG	21	25
10	89251	-	CG	26	26
10	89314	+	CG	31	36
10	89315	-	CG	39	43
10	89821	+	CG	38	39
10	89822	-	CG	25	27
10	89867	+	CG	24	26
10	89868	-	CG	32	32
10	90145	+	CG	34	35
10	90146	-	CG	30	31
10	90158	+	CG	27	30
10	90159	-	CG	26	27
10	90199	+	CG	18	19
10	90200	-	CG	30	31
10	90221	+	CG	22	27
10	90222	-	CG	27	33
10	90405	+	CG	30	30
10	90406	-	CG	24	24
10	90408	+	CG	24	26
10	90409	-	CG	28	31
10	90421	+	CG	26	30
10	90422	-	CG	29	32
10	90749	+	CG	27	31
10	90750	-	CG	28	29
10	90932	+	CG	27	34
10	90933	-	CG	29	31
10	91035	+	CG	35	37
10	91036	-	CG	30	30
10	91288	+	CG	27	30
10	91289	-	CG	30	30
10	91360	+	CG	31	31
10	91361	-	CG	26	27
10	91477	+	CG	31	31
10	91478	-	CG	33	33
10	91560	+	CG	36	38
10	91561	-	CG	32	32
10	91659	+	CG	22	23
10	91660	-	CG	32	36
10	91751	+	CG	27	29
10	91752	-	CG	29	30
10	91802	+	CG	24	26
10	91803	-	CG	35	36
10	91840	+	CG	27	28
10	91841	-	CG	34	36
10	91848	+	CG	30	32
10	91849	-	CG	39	41
10	92235	+	CG	24	26
10	92236	-	CG	23	27
10	92263	+	CG	21	22
10	92264	-	CG	22	24
10	92405	+	CG	27	29
10	92406	-	CG	22	23
10	92536	+	CG	38	38
10	92537	-	CG	25	29
10	92623	+	CG	42	43
10	92624	-	CG	28	29
10	92693	+	CG	27	30
10	92694	-	CG	27	28
10	92755	+	CG	20	22
10	92756	-	CG	34	34
10	92775	+	CG	23	23
10	92776	-	CG	23	27
10	92861	+	CG	28	30
10	92862	-	CG	35	35
10	92886	+	CG	30	32
10	92887	-	CG	24	27
10	92920	+	CG	20	20
10	92921	-	CG	24	29
10	93014	+	CG	22	23
10	93015	-	CG	24	27
10	93041	+	CG	31	35
10	93042	-	CG	30	30
10	93045	+	CG	23	23
10	93046	-	CG	36	39
10	93083	+	CG	24	29
10	93084	-	CG	32	34
10	93098	+	CG	25	29
10	93099	-	CG	29	32
10	93104	+	CG	29	31
10	93105	-	CG	35	35
10	93131	+	CG	31	33
10	93132	-	CG	30	35
10	93135	+	CG	36	37
10	93136	-	CG	35	36
10	93160	+	CG	37	37
10	93161	-	CG	28	29
10	93193	+	CG	27	32
10	93194	-	CG	21	26
10	93216	+	CG	27	28
10	93217	-	CG	32	32
10	93256	+	CG	30	31
10	93257	-	CG	24	27
10	93275	+	CG	22	25
10	93276	-	CG	35	35
10	93287	+	CG	35	37
10	93288	-	CG	26	27
10	93373	+	CG	26	26
10	93374	-	CG	17	23
10	93393	+	CG	33	33
10	93394	-	CG	32	34
10	93396	+	CG	25	27
10	93397	-	CG	16	18
10	93406	+	CG	27	32
10	93407	-	CG	22	27
10	93410	+	CG	30	30
10	93411	-	CG	26	28
10	93415	+	CG	17	21
10	93416	-	CG	27	30
10	93487	+	CG	21	23
10	93488	-	CG	30	30
10	93505	+	CG	32	32
10	93506	-	CG	22	25
10	93527	+	CG	34	35
10	93528	-	CG	29	30
10	93547	+	CG	25	26
10	93548	-	CG	44	45
10	93555	+	CG	22	29
10	93556	-	CG	38	39
10	93569	+	CG	25	26
10	93570	-	CG	28	28
10	93580	+	CG	29	32
10	93581	-	CG	20	23
10	93603	+	CG	28	34
10	93604	-	CG	37	40
10	93610	+	CG	36	39
10	93611	-	CG	21	21
10	93618	+	CG	31	34
10	93619	-	CG	23	25
10	93719	+	CG	24	27
10	93720	-	CG	27	29
10	93746	+	CG	22	23
10	93747	-	CG	26	32
10	93779	+	CG	24	30
10	93780	-	CG	26	27
10	93797	+	CG	19	23
10	93798	-	CG	27	29
10	93804	+	CG	33	35
10	93805	-	CG	32	32
10	93816	+	CG	28	28
10	93817	-	CG	23	26
10	93865	+	CG	24	25
10	93866	-	CG	35	37
10	93977	+	CG	29	33
10	93978	-	CG	31	32
10	94002	+	CG	21	24
10	94003	-	CG	31	32
10	94004	+	CG	19	25
10	94005	-	CG	32	32
10	94010	+	CG	28	30
10	94011	-	CG	30	37
10	94040	+	CG	34	35
10	94041	-	CG	30	38
10	94072	+	CG	31	34
10	94073	-	CG	34	36
10	94080	+	CG	25	27
10	94081	-	CG	28	30
10	94083	+	CG	33	33
10	94084	-	CG	28	31
10	94095	+	CG	24	25
10	94096	-	CG	32	32
10	94136	+	CG	37	38
10	94137	-	CG	25	26
10	94143	+	CG	31	31
10	94144	-	CG	31	31
10	94159	+	CG	21	25
10	94160	-	CG	32	32
10	94163	+	CG	30	31
10	94164	-	CG	25	29
10	94257	+	CG	31	36
10	94258	-	CG	14	15
10	94272	+	CG	31	31
10	94273	-	CG	25	26
10	94316	+	CG	22	24
10	94317	-	CG	27	28
10	94392	+	CG	29	30
10	94393	-	CG	24	26
10	94421	+	CG	31	32
10	94422	-	CG	26	30
10	94426	+	CG	29	35
10	94427	-	CG	30	31
10	94431	+	CG	31	32
10	94432	-	CG	30	30
10	94527	+	CG	26	27
10	94528	-	CG	32	34
10	94541	+	CG	32	34
10	94542	-	CG	25	27
10	94545	+	CG	32	32
10	94546	-	CG	19	24
10	94555	+	CG	36	36
10	94556	-	CG	30	32
10	94588	+	CG	23	26
10	94589	-	CG	28	33
10	94598	+	CG	22	23
10	94599	-	CG	33	39
10	94602	+	CG	27	31
10	94603	-	CG	25	26
10	94622	+	CG	26	28
10	94623	-	CG	28	28
10	94636	+	CG	23	25
10	94637	-	CG	27	28
10	94645	+	CG	26	30
10	94646	-	CG	26	27
10	94647	+	CG	23	25
10	94648	-	CG	22	23
10	94654	+	CG	28	31
10	94655	-	CG	28	29
10	94669	+	CG	29	31
10	94670	-	CG	21	23
10	94676	+	CG	30	31
10	94677	-	CG	29	31
10	94690	+	CG	23	23
10	94691	-	CG	27	29
10	94702	+	CG	25	26
10	94703	-	CG	30	31
10	94704	+	CG	29	32
10	94705	-	CG	24	29
10	94718	+	CG	25	26
10	94719	-	CG	27	33
10	94732	+	CG	29	31
10	94733	-	CG	16	24
10	94744	+	CG	41	44
10	94745	-	CG	27	27
10	94753	+	CG	35	35
10	94754	-	CG	31	35
10	94765	+	CG	26	28
10	94766	-	CG	32	33
10	94773	+	CG	28	30
10	94774	-	CG	27	27
10	94798	+	CG	26	27
10	94799	-	CG	25	27
10	94813	+	CG	35	36
10	94814	-	CG	17	20
10	94819	+	CG	18	23
10	94820	-	CG	32	34
10	94863	+	CG	28	30
10	94864	-	CG	29	33
10	94882	+	CG	27	30
10	94883	-	CG	27	30
10	94901	+	CG	33	35
10	94902	-	CG	31	34
10	94910	+	CG	33	37
10	94911	-	CG	29	31
10	94934	+	CG	34	35
10	94935	-	CG	22	24
10	94953	+	CG	26	29
10	94954	-	CG	28	28
10	94976	+	CG	33	33
10	94977	-	CG	35	37
10	94980	+	CG	30	33
10	94981	-	CG	29	29
10	94985	+	CG	25	29
10	94986	-	CG	25	28
10	94996	+	CG	23	27
10	94997	-	CG	29	35
10	95005	+	CG	24	25
10	95006	-	CG	25	29
10	95011	+	CG	30	31
10	95012	-	CG	32	32
10	95030	+	CG	23	24
10	95031	-	CG	30	31
10	95046	+	CG	41	41
10	95047	-	CG	19	21
10	95052	+	CG	25	27
10	95053	-	CG	34	35
10	95073	+	CG	33	38
10	95074	-	CG	15	22
10	95081	+	CG	34	36
10	95082	-	CG	29	31
10	95090	+	CG	20	22
10	95091	-	CG	21	28
10	95111	+	CG	25	25
10	95112	-	CG	26	27
10	95127	+	CG	23	25
10	95128	-	CG	25	27
10	95130	+	CG	34	38
10	95131	-	CG	23	23
10	95142	+	CG	31	33
10	95143	-	CG	32	37
10	95151	+	CG	23	29
10	95152	-	CG	22	24
10	95158	+	CG	30	35
10	95159	-	CG	36	37
10	95166	+	CG	22	23
10	95167	-	CG	25	27
10	95187	+	CG	29	33
10	95188	-	CG	25	27
10	95198	+	CG	27	28
10	95199	-	CG	23	25
10	95210	+	CG	25	25
10	95211	-	CG	28	29
10	95229	+	CG	29	33
10	95230	-	CG	22	26
10	95231	+	CG	26	27
10	95232	-	CG	28	30
10	95236	+	CG	32	35
10	95237	-	CG	28	28
10	95246	+	CG	31	31
10	95247	-	CG	30	33
10	95253	+	CG	30	33
10	95254	-	CG	31	32
10	95259	+	CG	26	30
10	95260	-	CG	27	32
10	95273	+	CG	15	22
10	95274	-	CG	31	34
10	95275	+	CG	34	37
10	95276	-	CG	26	26
10	95289	+	CG	29	36
10	95290	-	CG	30	32
10	95294	+	CG	25	26
10	95295	-	CG	28	28
10	95300	+	CG	32	32
10	95301	-	CG	26	28
10	95363	+	CG	27	29
10	95364	-	CG	29	31
10	95398	+	CG	29	29
10	95399	-	CG	34	37
10	95412	+	CG	29	29
10	95413	-	CG	29	30
10	95429	+	CG	30	33
10	95430	-	CG	22	24
10	95447	+	CG	31	34
10	95448	-	CG	28	30
10	95449	+	CG	20	25
10	95450	-	CG	15	16
10	95535	+	CG	23	25
10	95536	-	CG	25	25
10	95661	+	CG	19	23
10	95662	-	CG	33	34
10	95844	+	CG	29	36
10	95845	-	CG	26	29
10	95952	+	CG	34	36
10	95953	-	CG	25	28
10	96017	+	CG	20	22
10	96018	-	CG	26	32
10	96300	+	CG	18	21
10	96301	-	CG	27	30
10	96340	+	CG	25	25
10	96341	-	CG	30	31
10	96389	+	CG	26	27
10	96390	-	CG	26	32
10	96551	+	CG	23	26
10	96552	-	CG	37	40
10	96730	+	CG	16	28
10	96731	-	CG	25	28
10	97153	+	CG	33	37
10	97154	-	CG	38	43
10	97173	+	CG	21	24
10	97174	-	CG	26	26
10	97193	+	CG	30	36
10	97194	-	CG	24	25
10	97237	+	CG	25	27
10	97238	-	CG	27	29
10	97253	+	CG	27	28
10	97254	-	CG	19	19
10	97437	+	CG	25	25
10	97438	-	CG	33	35
10	97632	+	CG	29	30
10	97633	-	CG	37	37
10	97831	+	CG	21	26
10	97832	-	CG	31	31
10	97900	+	CG	22	24
10	97901	-	CG	29	32
10	97906	+	CG	25	27
10	97907	-	CG	29	31
10	98536	+	CG	28	30
10	98537	-	CG	27	28
10	98546	+	CG	37	38
10	98547	-	CG	16	17
10	98569	+	CG	27	28
10	98570	-	CG	31	31
10	98587	+	CG	27	29
10	98588	-	CG	31	31
10	98829	+	CG	29	32
10	98830	-	CG	25	28
10	99149	+	CG	25	25
10	99150	-	CG	29	29
10	99276	+	CG	33	34
10	99277	-	CG	32	33
10	100121	+	CG	18	18
10	100122	-	CG	30	33
10	100203	+	CG	24	29
10	100204	-	CG	29	30
10	100213	+	CG	31	31
10	100214	-	CG	27	31
10	100767	+	CG	22	26
10	100768	-	CG	28	30
10	100886	+	CG	18	19
10	100887	-	CG	24	28
10	100889	+	CG	26	28
10	100890	-	CG	30	35
10	100931	+	CG	22	30
10	100932	-	CG	23	24
10	100945	+	CG	24	27
10	100946	-	CG	26	28
10	100987	+	CG	28	32
10	100988	-	CG	28	33
10	100994	+	CG	27	30
10	100995	-	CG	32	34
10	101082	+	CG	32	37
10	101083	-	CG	20	20
10	101086	+	CG	31	31
10	101087	-	CG	35	35
10	101119	+	CG	27	30
10	101120	-	CG	22	24
10	101326	+	CG	31	33
10	101327	-	CG	33	34
10	102014	+	CG	32	33
10	102015	-	CG	28	33
10	102110	+	CG	34	34
10	102111	-	CG	30	35
10	102352	+	CG	27	28
10	102353	-	CG	25	33
10	102485	+	CG	28	28
10	102486	-	CG	23	24
10	102501	+	CG	22	22
10	102502	-	CG	31	34
10	102534	+	CG	36	36
10	102535	-	CG	22	26
10	103099	+	CG	29	30
10	103100	-	CG	35	38
10	103978	+	CG	28	30
10	103979	-	CG	29	29
10	104112	+	CG	29	32
10	104113	-	CG	27	27
10	104572	+	CG	28	29
10	104573	-	CG	38	41
10	104745	+	CG	30	35
10	104746	-	CG	32	34
10	105221	+	CG	34	35
10	105222	-	CG	31	32
10	105231	+	CG	30	30
10	105232	-	CG	19	19
10	105289	+	CG	34	39
10	105290	-	CG	30	33
10	105330	+	CG	35	35
10	105331	-	CG	25	25
10	105408	+	CG	30	31
10	105409	-	CG	38	44
10	105898	+	CG	25	28
10	105899	-	CG	31	31
10	106716	+	CG	28	31
10	106717	-	CG	25	27
10	106729	+	CG	31	33
10	106730	-	CG	26	27
10	106909	+	CG	28	30
10	106910	-	CG	28	32
10	106932	+	CG	31	31
10	106933	-	CG	30	33
10	107071	+	CG	25	25
10	107072	-	CG	41	42
10	107088	+	CG	27	28
10	107089	-	CG	19	20
10	107375	+	CG	28	31
10	107376	-	CG	30	30
10	107639	+	CG	27	33
10	107640	-	CG	30	30
10	107898	+	CG	24	25
10	107899	-	CG	23	27
10	108105	+	CG	29	32
10	108106	-	CG	22	23
10	108648	+	CG	32	35
10	108649	-	CG	29	29
10	108965	+	CG	28	29
10	108966	-	CG	19	24
10	109099	+	CG	27	28
10	109100	-	CG	30	33
10	109114	+	CG	33	34
10	109115	-	CG	25	26
10	109168	+	CG	29	30
10	109169	-	CG	30	31
10	109170	+	CG	24	24
10	109171	-	CG	34	37
10	109217	+	CG	20	23
10	109218	-	CG	33	34
10	109262	+	CG	20	22
10	109263	-	CG	32	33
10	109267	+	CG	20	25
10	109268	-	CG	23	28
10	109295	+	CG	25	26
10	109296	-	CG	34	34
10	109653	+	CG	25	28
10	109654	-	CG	25	29
10	109935	+	CG	26	27
10	109936	-	CG	29	32
10	110802	+	CG	28	28
10	110803	-	CG	24	26
10	110958	+	CG	35	35
10	110959	-	CG	16	17
10	111185	+	CG	31	32
10	111186	-	CG	29	32
10	111249	+	CG	26	35
10	111250	-	CG	22	26
10	111285	+	CG	32	33
10	111286	-	CG	35	36
10	111525	+	CG	32	35
10	111526	-	CG	24	32
10	111533	+	CG	32	34
10	111534	-	CG	36	38
10	111613	+	CG	25	30
10	111614	-	CG	26	26
10	111619	+	CG	27	32
10	111620	-	CG	24	28
10	111643	+	CG	25	25
10	111644	-	CG	31	33
10	111729	+	CG	28	28
10	111730	-	CG	26	29
10	111957	+	CG	30	33
10	111958	-	CG	30	30
10	112058	+	CG	22	24
10	112059	-	CG	18	19
10	112397	+	CG	39	39
10	112398	-	CG	25	27
10	112454	+	CG	24	24
10	112455	-	CG	29	30
10	112481	+	CG	15	25
10	112482	-	CG	28	28
10	112539	+	CG	27	28
10	112540	-	CG	16	18
10	112818	+	CG	23	24
10	112819	-	CG	28	30
10	113143	+	CG	27	29
10	113144	-	CG	24	25
10	113186	+	CG	24	27
10	113187	-	CG	29	30
10	113272	+	CG	28	36
10	113273	-	CG	22	23
10	113509	+	CG	23	24
10	113510	-	CG	21	23
10	113518	+	CG	30	33
10	113519	-	CG	23	27
10	113554	+	CG	29	34
10	113555	-	CG	28	29
10	113565	+	CG	31	31
10	113566	-	CG	19	23
10	113644	+	CG	36	36
10	113645	-	CG	29	31
10	113752	+	CG	33	36
10	113753	-	CG	32	32
10	113856	+	CG	29	30
10	113857	-	CG	29	32
10	113899	+	CG	18	18
10	113900	-	CG	28	34
10	113919	+	CG	23	27
10	113920	-	CG	21	21
10	114109	+	CG	28	28
10	114110	-	CG	28	28
10	114117	+	CG	22	23
10	114118	-	CG	20	26
10	114331	+	CG	35	38
10	114332	-	CG	31	34
10	114395	+	CG	31	31
10	114396	-	CG	29	34
